ID,Nome Cientifico na Base de Dados,Nivel Taxonomico,Filo,Familia,Ordemmm,Genero,Especie,Latitude,Longitude
3289,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,034,608","-22,572,278"
3290,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,857,644","-22,382,822"
3291,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,907,742","-22,414,089"
3292,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,903,033","-22,415,303"
3293,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,871,447","-22,407,842"
3294,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-4,288,525","-22,252,183"
3295,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,085,972","-22,241,528"
3296,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,035,556","-22,233"
3297,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,088,028","-2,224,125"
3298,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,085,972","-22,241,528"
3299,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,020,111","-22,237"
3300,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,033,861","-21,634,444"
3301,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,033,861","-21,634,444"
3302,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-41,761,444","-21,634,694"
3303,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,342,417","-21,748,528"
3304,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,342,417","-21,748,528"
3305,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-41,924,028","-21,717,389"
3306,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,142,778",-21.58
3307,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,142,778",-21.58
3308,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,037,222","-22,458,333"
3309,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,630,111","-22,521,556"
3310,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,692,972","-22,553,306"
3311,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,736,172","-22,615,244"
3312,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,794,094","-22,894,231"
3313,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,601,525","-22,886,808"
3314,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,794,094","-22,894,231"
3315,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,388,889","-22,614,722"
3316,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,363,611","-22,575"
3317,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,414,444","-225,925"
3318,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,401,667","-22,652,222"
3319,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-42,333,444","-22,559,139"
3320,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-4,375,305","-22,671,147"
3321,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,818,347","-22,532,436"
3322,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-44,125,314","-22,748,208"
3323,Rhamdia quelen,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdia,Rhamdia quelen,"-43,882,097","-22,711,953"
3324,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-4,479,425","-23,209,361"
3325,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,-44.7,"-23,035,944"
3326,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,303,889","-22,549,444"
3327,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,381,944","-22,568,889"
3328,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,389,444","-22,561,944"
3329,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,521,389","-22,634,722"
3330,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,446,944","-22,583,056"
3331,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,434,167","-22,579,167"
3332,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,392,778","-22,578,056"
3333,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,418,056","-22,612,222"
3334,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-43,442,778","-22,613,331"
3335,Rhamdioglanis frenatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis frenatus,"-434,375","-225,825"
3336,Rhamdioglanis transfasciatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis transfasciatus,"-43,446,944","-22,583,056"
3337,Rhamdioglanis transfasciatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis transfasciatus,"-43,443,333","-22,584,167"
3338,Rhamdioglanis transfasciatus,Especie,,Heptapteridae,Cyprinodontiformes,Rhamdioglanis,Rhamdioglanis transfasciatus,"-43,434,444","-22,579,167"
